127.0.0.1 - - [02/Nov/2023:20:39:33 -0300] "GET / HTTP/1.1" 404 764
0:0:0:0:0:0:0:1 - - [02/Nov/2023:21:38:28 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 852
0:0:0:0:0:0:0:1 - - [02/Nov/2023:21:42:00 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 940
0:0:0:0:0:0:0:1 - - [02/Nov/2023:21:42:40 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 940
0:0:0:0:0:0:0:1 - - [02/Nov/2023:21:43:08 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 988
0:0:0:0:0:0:0:1 - - [02/Nov/2023:21:44:12 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1048
0:0:0:0:0:0:0:1 - - [02/Nov/2023:21:45:09 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1128
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:51:27 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1156
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:51:32 -0300] "GET /arsan/excluirProduto.jsp?cod=4 HTTP/1.1" 500 2530
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:52:59 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1156
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:53:16 -0300] "POST /arsan/gravarProduto.jsp?editar=no HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:53:16 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1323
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:53:20 -0300] "GET /arsan/excluirProduto.jsp?cod=5 HTTP/1.1" 500 2206
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:56:59 -0300] "GET /arsan/cadastroProduto.jsp HTTP/1.1" 200 1880
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:57:10 -0300] "POST /arsan/gravarProduto.jsp?editar=no HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:57:10 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1545
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:57:15 -0300] "GET /arsan/excluirProduto.jsp?cod_produto=5 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:57:15 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1370
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:57:47 -0300] "GET /arsan/excluirProduto.jsp?cod_produto=4 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [02/Nov/2023:23:57:47 -0300] "GET /arsan/showProduto.jsp HTTP/1.1" 200 1185
